company,rule,result,message,info_brief
Peloton,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 32]: Accumulated deficit | (5,483.7) | [SEP]'}"
PepsiCo,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 36,"{'line_change': (36, '[row 33]: Retained earnings | 70,035 | [SEP]', '[row 33]: Capital Surplus | 70,035 | [SEP]')}"
Pfizer,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 39,"{'line_change': (39, '[row 36]: Retained earnings | 118,353 | [SEP]', '[row 36]: Accumulated Capital | 118,353 | [SEP]')}"
Philip Morris,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 21]: Earnings reinvested in the business | 34,090 |  [SEP]'}"
Pinduoduo,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 27","{'line_diffs': [(110, '[row 0]: Notes |  |  |  [SEP]', '[row 0]: Notes | | | [SEP]'), (111, '[row 1]: Shareholders’ equity |  |  |  [SEP]', '[row 1]: Shareholders’ equity | | | [SEP]'), (112, '[row 2]: Class A ordinary shares (US$0.00005 par value; 77,300,000,000 shares authorized, 5,278,348,396 shares issued and outstanding as of December 31, 2022 and 2023, respectively) | 170 |  |  [SEP]', '[row"
Procter and Gamble,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 37,"{'line_change': (37, '[row 34]: Retained earnings | 118,170 | [SEP]', '[row 34]: General Reserve | 118,170 | [SEP]')}"
Qualcomm,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 38,"{'line_change': (38, '[row 35]: Retained earnings | 20,733 | [SEP]', '[row 35]: Capital Surplus | 20,733 | [SEP]')}"
Robinhood,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 13","{'line_diffs': [(3, '[row 0]: Assets |  | [SEP]', '[row 0]: Assets | | [SEP]'), (4, '[row 1]: Current assets: |  | [SEP]', '[row 1]: Current assets: | | [SEP]'), (24, '[row 21]: Liabilities and stockholders’ equity |  | [SEP]', '[row 21]: Liabilities and stockholders’ equity | | [SEP]'), (25, '[row 22]: Current liabilities: |  | [SEP]', '[row 22]: Current liabilities: | | [SEP]'), (35, '[row 32]: "
Roku,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 30]: Accumulated deficit |  | (1,297,587) [SEP]'}"
Salesforce,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 37,"{'line_change': (37, '[row 34]: Retained earnings | 7,585 | [SEP]', '[row 34]: Accumulated Capital | 7,585 | [SEP]')}"
Seagate Technology,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 31]: Accumulated deficit | (8,670) | [SEP]'}"
Snap,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 30]: Accumulated deficit | (11,726,536) | [SEP]'}"
Starbucks,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(38, '[row 35]: Retained deficit | | (7,255.8) [SEP]', '[row 35]: Capital Surplus | | (7,255.8) [SEP]'), (81, '[row 35]: Retained deficit | | (8,449.8) [SEP]', '[row 35]: Capital Surplus | | (8,449.8) [SEP]')]}"
Take-Two Interactive,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 43,"{'line_change': (43, '[row 40]: Retained earnings | 1,164.3 | [SEP]', '[row 40]: Capital Surplus | 1,164.3 | [SEP]')}"
Target,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(32, '[row 29]: Retained earnings |  | 7,093 [SEP]', '[row 29]: Capital Surplus |  | 7,093 [SEP]'), (67, '[row 29]: Retained earnings |  | 5,005 [SEP]', '[row 29]: Capital Surplus |  | 5,005 [SEP]')]}"
Tesla,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 40,"{'line_change': (40, '[row 37]: Retained earnings | 27,882 | [SEP]', '[row 37]: Capital Surplus | 27,882 | [SEP]')}"
Texas Instruments,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 40,"{'line_change': (40, '[row 37]: Retained earnings | 52,823 | [SEP]', '[row 37]: Capital Surplus | 52,823 | [SEP]')}"
Toyota,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 115,"{'line_change': (115, '[row 21]: Retained earnings | 28,343,296 [SEP]', '[row 21]: Accumulated Capital | 28,343,296 [SEP]')}"
Uber,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(37, '[row 34]: Accumulated deficit | | (32,767) [SEP]', '[row 34]: Capital Surplus | | (32,767) [SEP]'), (78, '[row 34]: Accumulated deficit | | (30,594) [SEP]', '[row 34]: Capital Surplus | | (30,594) [SEP]')]}"
UnitedHealth Group,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | | 95,774 [SEP]', '[row 32]: Capital Surplus | | 95,774 [SEP]')}"
Virgin Galactic,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 29]: Accumulated deficit | | (2,126,132) [SEP]'}"
Visa,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 39,"{'line_change': (39, '[row 36]: Retained earnings | | 18,040 [SEP]', '[row 36]: Accumulated Capital | | 18,040 [SEP]')}"
Walgreens Boots Alliance,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 42,"{'line_change': (42, '[row 39]: Retained earnings | 33,058 | [SEP]', '[row 39]: General Reserve | 33,058 | [SEP]')}"
Walmart,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | | 83,135 [SEP]', '[row 32]: General Reserve | | 83,135 [SEP]')}"
Whirlpool,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 39,"{'line_change': (39, '[row 36]: Retained earnings | 8,358 | [SEP]', '[row 36]: General Reserve | 8,358 | [SEP]')}"
Zoom Video Communications,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | | 2,151,818 [SEP]', '[row 32]: Accumulated Capital | | 2,151,818 [SEP]')}"
3M,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [46, 97]}"
AMD,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [37, 78]}"
ATandT,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [42, 88]}"
AbbVie,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Abbott Laboratories,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Adobe,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [40, 82]}"
Allstate,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [37, 84]}"
Alphabet (Google),BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Amazon,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [28, 61]}"
American Express,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Apple,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Applied Materials,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [33, 69]}"
Asana,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Bank of America,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Baxter International,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Berkshire Hathaway,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [81, 111]}"
Best Buy,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Bilibili,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Block,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Boeing,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [35, 76]}"
Boston Scientific,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [31, 69]}"
Box,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Broadcom,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Caterpillar,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [45, 95]}"
Chevron,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [41, 86]}"
Cisco Systems,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Coca-Cola,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [37, 78]}"
Corsair Gaming,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Costco,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Dell,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [35, 76]}"
Dell Technologies,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [35, 76]}"
Delta Air Lines,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [45, 92]}"
Disney,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [40, 84]}"
DraftKings,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [36, 77]}"
DuPont,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Electronic Arts,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Eli Lilly,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Etsy,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
ExxonMobil,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
FedEx,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [72, 99]}"
Ford Motor,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [37, 86]}"
General Electric,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
General Motors,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Goldman Sachs,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
HP,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Home Depot,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [36, 74]}"
Honda,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Honeywell International,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
IBM,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [52, 109]}"
Intel,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
JD.com,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
JPMorgan Chase,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [36, 74]}"
Johnson and Johnson,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Kellogg_s,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Li Auto,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Lockheed Martin,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Logitech,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Lucid Motors,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [33, 70]}"
Luckin Coffee,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Lyft,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Marriott,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [39, 80]}"
MasterCard,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [39, 84]}"
McDonald_s,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Merck,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [39, 82]}"
Meta Platforms,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Microchip Technology,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Microsoft,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Morgan Stanley,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
NIO,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
NVIDIA,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
NXP Semiconductors,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Netflix,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [29, 62]}"
Nike,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
ON Semiconductor,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [33, 70]}"
Oracle,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Palantir,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Peloton,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
PepsiCo,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Pfizer,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [38, 82]}"
Philip Morris,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Pinduoduo,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Procter and Gamble,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [36, 76]}"
Qualcomm,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Robinhood,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Roku,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Salesforce,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [34, 73]}"
Seagate Technology,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Snap,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [31, 67]}"
Starbucks,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Take-Two Interactive,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [42, 88]}"
Target,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Tesla,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Texas Instruments,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Toyota,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [87, 117]}"
Uber,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
UnitedHealth Group,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Virgin Galactic,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Visa,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Walgreens Boots Alliance,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [44, 92]}"
Walmart,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
Whirlpool,BS-05,FAIL,Multiple (2) 'Treasury Stock' lines found in original (expected 1),"{'indices': [41, 86]}"
Zoom Video Communications,BS-05,FAIL,No 'Treasury Stock' line found in original,{}
